date,category,TVL,TVR,Fees,TVL_for_TVR,PlainValue,TVR ratio,pre_coverage,TVL_ana,TVR_ana,thr,use_tvr_day,valid_day,active,mult_daily,log_tvl_m,log_tvr_m
2022-04-01 00:00:00+00:00,Liquid Staking,10805569796.0,417622580.06562996,1202447.0,19776435958.023273,417622580.06562996,0.02111718112161666,False,10805569796.0,417622580.06562996,1000000.0,True,True,False,25.874007565160603,,
2022-04-02 00:00:00+00:00,Liquid Staking,11426314480.0,452242859.56738997,1290299.0,20539349342.59646,452242859.56738997,0.022018363484839595,False,11426314480.0,452242859.56738997,1000000.0,True,True,False,25.265881457874812,,
2022-04-03 00:00:00+00:00,Liquid Staking,11496511085.0,442808938.35719997,1304172.0,21448646568.28315,442808938.35719997,0.020645075993372782,False,11496511085.0,442808938.35719997,1000000.0,True,True,False,25.96268974978578,,
2022-04-04 00:00:00+00:00,Liquid Staking,11761422475.0,454176804.22624,1303369.0,21431116152.464912,454176804.22624,0.02119240085281338,False,11761422475.0,454176804.22624,1000000.0,True,True,False,25.896132003124624,,
2022-04-05 00:00:00+00:00,Liquid Staking,11906819449.0,443433726.79186,1327184.0,21948143364.301395,443433726.79186,0.02020370103437104,False,11906819449.0,443433726.79186,1000000.0,True,True,True,26.851406939979675,23.200377135867207,19.910058916285923
2022-04-06 00:00:00+00:00,Liquid Staking,11395087134.0,427443164.02709997,1255992.0,21481082813.0867,427443164.02709997,0.019898585548336192,False,11395087134.0,427443164.02709997,1000000.0,True,True,True,26.658718849642312,23.156448146301965,19.873331887858292
2022-04-07 00:00:00+00:00,Liquid Staking,10958146221.0,378794209.78849,1226276.0,20259711818.690277,378794209.78849,0.018696919935407934,False,10958146221.0,378794209.78849,1000000.0,True,True,True,28.92902250833976,23.117348963740717,19.752503633490125
2022-04-08 00:00:00+00:00,Liquid Staking,11243067080.0,409751985.53311,1238003.0,20274756884.242764,409751985.53311,0.020209958021817916,False,11243067080.0,409751985.53311,1000000.0,True,True,True,27.43871287254935,23.143017516075314,19.831062621294862
2022-04-09 00:00:00+00:00,Liquid Staking,11225583702.0,378383166.64079005,1237790.0,19527913510.177113,378383166.64079005,0.01937652819097099,False,11225583702.0,378383166.64079005,1000000.0,True,True,True,29.66723863975896,23.141461269400942,19.751417908530893
2022-04-10 00:00:00+00:00,Liquid Staking,11485463219.0,385943732.73541,1255707.0,19901376662.23682,385943732.73541,0.019392815848149055,False,11485463219.0,385943732.73541,1000000.0,True,True,True,29.75942409427347,23.164348004794817,19.77120214668809
2022-04-11 00:00:00+00:00,Liquid Staking,11419232173.0,383147315.61591,1183847.0,19524221755.15708,383147315.61591,0.019624204253606493,False,11419232173.0,383147315.61591,1000000.0,True,True,True,29.803764003001206,23.158564803624916,19.7639301092643
2022-04-12 00:00:00+00:00,Liquid Staking,10618923185.0,345149384.53733003,1197409.0,18016256082.50162,345149384.53733003,0.01915766422040138,False,10618923185.0,345149384.53733003,1000000.0,True,True,True,30.766165784228708,23.085903452609966,19.659487879937693
2022-04-13 00:00:00+00:00,Liquid Staking,10848039579.0,354845093.47683,1193617.0,18220788339.647007,354845093.47683,0.019474738790786286,False,10848039579.0,354845093.47683,1000000.0,True,True,True,30.571197906977215,23.10725021664443,19.687191895805235
2022-04-14 00:00:00+00:00,Liquid Staking,11326979792.0,362544832.44365,1217896.0,19028080228.605377,362544832.44365,0.019053148194037334,False,11326979792.0,362544832.44365,1000000.0,True,True,True,31.242976808283544,23.1504533091076,19.708658700318413
2022-04-15 00:00:00+00:00,Liquid Staking,10999546711.0,347500625.81636,1204704.0,18196686279.53782,347500625.81636,0.019096918003533674,False,10999546711.0,347500625.81636,1000000.0,True,True,True,31.65331482543233,23.121119900804796,19.66627702387789
2022-04-16 00:00:00+00:00,Liquid Staking,11246709689.0,353619909.05727,1224619.0,18330169032.39975,353619909.05727,0.019291688387173305,False,11246709689.0,353619909.05727,1000000.0,True,True,True,31.804514963490238,23.14334145072965,19.683733191037753
2022-04-17 00:00:00+00:00,Liquid Staking,11381788248.0,357193186.18889004,1227384.0,18486510977.438824,357193186.18889004,0.01932182804125739,False,11381788248.0,357193186.18889004,1000000.0,True,True,True,31.864516704361517,23.155280392842528,19.693787331165666
2022-04-18 00:00:00+00:00,Liquid Staking,11136935521.0,367569980.75228,1188400.0,18011139323.529453,367569980.75228,0.02040792501516507,False,11136935521.0,367569980.75228,1000000.0,True,True,True,30.298816835386845,23.13353294572043,19.72242428230458
2022-04-19 00:00:00+00:00,Liquid Staking,11506407086.0,379977413.21602,1254428.0,19536599979.38136,379977413.21602,0.019449515965779235,False,11506407086.0,379977413.21602,1000000.0,True,True,True,30.28181856551174,23.166169855084952,19.755622370012933
2022-04-20 00:00:00+00:00,Liquid Staking,11626510302.0,391185700.65264,1299295.0,19947561242.78439,391185700.65264,0.01961070307750744,False,11626510302.0,391185700.65264,1000000.0,True,True,True,29.72120474394323,23.176553698432773,19.78469294293295
2022-04-21 00:00:00+00:00,Liquid Staking,11671928176.0,375375100.59689,1311031.0,20013737860.15693,375375100.59689,0.018755871752681518,False,11671928176.0,375375100.59689,1000000.0,True,True,True,31.094039422008226,23.180452494618148,19.743436352258115
2022-04-22 00:00:00+00:00,Liquid Staking,11343798519.0,363645254.56174,1252389.0,19312709056.38229,363645254.56174,0.01882932391826023,False,11343798519.0,363645254.56174,1000000.0,True,True,True,31.194683215848322,23.151937045559414,19.71168937501382
2022-04-23 00:00:00+00:00,Liquid Staking,11406986777.0,353705198.97405005,1238790.0,19614532342.271782,353705198.97405005,0.018032813263244157,False,11406986777.0,353705198.97405005,1000000.0,True,True,True,32.24998334796002,23.15749187979101,19.683974352891685
2022-04-24 00:00:00+00:00,Liquid Staking,11347642830.0,350655926.98712,1250676.0,19219075021.23771,350655926.98712,0.018245203091180696,False,11347642830.0,350655926.98712,1000000.0,True,True,True,32.36118929316376,23.152275879129096,19.675316035662235
2022-04-25 00:00:00+00:00,Liquid Staking,11107691168.0,345291089.08080995,1228235.0,18915048036.85239,345291089.08080995,0.01825483543092651,False,11107691168.0,345291089.08080995,1000000.0,True,True,True,32.16906407161993,23.130903603339718,19.659898355716226
2022-04-26 00:00:00+00:00,Liquid Staking,11711356427.0,356156330.62021,1294781.0,20327822547.999123,356156330.62021,0.017520633593649047,False,11711356427.0,356156330.62021,1000000.0,True,True,True,32.88262883494409,23.183824842775103,19.69088032338217
2022-04-27 00:00:00+00:00,Liquid Staking,11136099255.0,338105015.75223994,1241548.0,18967168611.216713,338105015.75223994,0.017825803243626624,False,11136099255.0,338105015.75223994,1000000.0,True,True,True,32.936805833014986,23.13345785348367,19.638867102682656
2022-04-28 00:00:00+00:00,Liquid Staking,11574811666.0,350024812.71865004,1264395.0,19520072480.3395,350024812.71865004,0.017931532430076422,False,11574811666.0,350024812.71865004,1000000.0,True,True,True,33.06854612991061,23.1720971660304,19.673514603416766
2022-04-29 00:00:00+00:00,Liquid Staking,11856669311.0,348628949.04852,1247335.0,19711879458.7906,348628949.04852,0.017686235844601182,False,11856669311.0,348628949.04852,1000000.0,True,True,True,34.009422749772455,23.19615635726366,19.66951873134442
2022-04-30 00:00:00+00:00,Liquid Staking,11482918017.0,334943763.52479,1252353.0,19050134026.3226,334943763.52479,0.01758222609153196,False,11482918017.0,334943763.52479,1000000.0,True,True,True,34.28312232525005,23.164126378204397,19.62947320562233
2022-05-01 00:00:00+00:00,Liquid Staking,11331021301.0,319494666.35401,1216132.0,18515322546.374264,319494666.35401,0.017255690013165587,False,11331021301.0,319494666.35401,1000000.0,True,True,True,35.46544745271233,23.15081004923011,19.582251137914852
2022-05-02 00:00:00+00:00,Liquid Staking,11760730305.0,320245094.10613,1237230.0,19119560383.70891,320245094.10613,0.016749605518074532,False,11760730305.0,320245094.10613,1000000.0,True,True,True,36.72415447245685,23.188031878254026,19.584597179673366
2022-05-03 00:00:00+00:00,Liquid Staking,12185658458.0,307881230.98016,1259632.0,19613569336.922108,307881230.98016,0.01569735858330388,False,12185658458.0,307881230.98016,1000000.0,True,True,True,39.57908840108947,23.22352556097144,19.54522465286899
2022-05-04 00:00:00+00:00,Liquid Staking,12006107058.0,302746425.17671996,1272106.0,19276928203.72958,302746425.17671996,0.015705117639964364,False,12006107058.0,302746425.17671996,1000000.0,True,True,True,39.657304131640075,23.208681278777785,19.528406132488687
2022-05-05 00:00:00+00:00,Liquid Staking,12777136586.0,332325838.97785,1307029.0,20373340081.18383,332325838.97785,0.016311799521020885,False,12777136586.0,332325838.97785,1000000.0,True,True,True,38.44761702941676,23.270923206488284,19.621626488285127
2022-05-06 00:00:00+00:00,Liquid Staking,11956908148.0,299265487.80174,1223835.0,19328106155.996334,299265487.80174,0.015483435644774547,False,11956908148.0,299265487.80174,1000000.0,True,True,True,39.954183276627326,23.20457503599435,19.516841656457377
2022-05-07 00:00:00+00:00,Liquid Staking,11854789874.0,290380234.40391,1211427.0,18786413748.175224,290380234.40391,0.015456927452804312,False,11854789874.0,290380234.40391,1000000.0,True,True,True,40.82505787053795,23.195997831633562,19.486701775251085
2022-05-08 00:00:00+00:00,Liquid Staking,11575376948.0,275313468.73606,1167324.0,17518492954.187958,275313468.73606,0.01571559091618345,False,11575376948.0,275313468.73606,1000000.0,True,True,True,42.044354027216826,23.1721460020904,19.433420892766666
2022-05-09 00:00:00+00:00,Liquid Staking,11167324562.0,267577478.45164,1100559.0,16910216247.902359,267577478.45164,0.015823421447069424,False,11167324562.0,267577478.45164,1000000.0,True,True,True,41.734919645033955,23.136257901373842,19.404919721434588
2022-05-10 00:00:00+00:00,Liquid Staking,10151001663.0,221679713.42719,1126587.0,13090335983.363668,221679713.42719,0.01693460837895374,False,10151001663.0,221679713.42719,1000000.0,True,True,True,45.79129730034618,23.040838223574916,19.21674416578625
2022-05-11 00:00:00+00:00,Liquid Staking,10647470135.0,234304622.65285,1070960.0,12384012396.131811,234304622.65285,0.018919927981179658,False,10647470135.0,234304622.65285,1000000.0,True,True,True,45.44285133791614,23.088588154873932,19.272132632915707
2022-05-12 00:00:00+00:00,Liquid Staking,9664541649.0,176984887.35156003,923236.0,9938699241.13276,176984887.35156003,0.017807650987071044,False,9664541649.0,176984887.35156003,1000000.0,True,True,True,54.60659265105785,22.991729524684956,18.99157490469826
2022-05-13 00:00:00+00:00,Liquid Staking,8905262251.0,143512291.08707,996346.0,9048571518.872822,143512291.08707,0.01586021514973308,False,8905262251.0,143512291.08707,1000000.0,True,True,True,62.05226175085666,22.90990820311403,18.781931241670716
2022-05-14 00:00:00+00:00,Liquid Staking,9222892960.0,162167156.95163998,948037.0,9383179149.215422,162167156.95163998,0.01728275186616251,False,9222892960.0,162167156.95163998,1000000.0,True,True,True,56.87275483746914,22.944954595364457,18.904138194257673
2022-05-15 00:00:00+00:00,Liquid Staking,9335670236.0,161351659.48803,1000722.0,9495164433.00385,161351659.48803,0.01699303478381,False,9335670236.0,161351659.48803,1000000.0,True,True,True,57.8591522741207,22.95710840954163,18.899096761429682
2022-05-16 00:00:00+00:00,Liquid Staking,9646867941.0,176719448.84537,986852.0,9819775303.24202,176719448.84537,0.017996282337236953,False,9646867941.0,176719448.84537,1000000.0,True,True,True,54.588603597564614,22.989899133914978,18.990073998269608
2022-05-17 00:00:00+00:00,Liquid Staking,9305915512.0,168491161.00573,1030659.0,9470463182.80094,168491161.00573,0.01779122707659351,False,9305915512.0,168491161.00573,1000000.0,True,True,True,55.230882477470296,22.95391611145381,18.94239384944149
2022-05-18 00:00:00+00:00,Liquid Staking,9521976590.0,177439662.1009,999292.0,9693928350.894781,177439662.1009,0.018304206063635878,False,9521976590.0,177439662.1009,1000000.0,True,True,True,53.66318035809483,22.9768682891986,18.99414117726391
2022-05-19 00:00:00+00:00,Liquid Staking,8801849795.0,155025922.86701003,971465.0,8951659568.5814,155025922.86701003,0.01731812092264111,False,8801849795.0,155025922.86701003,1000000.0,True,True,True,56.77663214139175,22.898227740318084,18.85910290520304
2022-05-20 00:00:00+00:00,Liquid Staking,9151618856.0,154536952.60805002,1003290.0,9300469052.871399,154536952.60805002,0.016616038581445388,False,9151618856.0,154536952.60805002,1000000.0,True,True,True,59.21961512474707,22.937196624737613,18.85594380116082
2022-05-21 00:00:00+00:00,Liquid Staking,8898979182.0,140683080.37177002,979932.0,9033845767.35281,140683080.37177002,0.015572889331383219,False,8898979182.0,140683080.37177002,1000000.0,True,True,True,63.25550420479492,22.909202408454426,18.76202026163237
2022-05-22 00:00:00+00:00,Liquid Staking,9019818707.0,142028632.94891998,1022376.0,9155621366.85016,142028632.94891998,0.01551272461562951,False,9019818707.0,142028632.94891998,1000000.0,True,True,True,63.50704445802799,22.92269007181674,18.771539235724177
2022-05-23 00:00:00+00:00,Liquid Staking,9318200731.0,146354666.55800003,1038429.0,9458007873.80199,146354666.55800003,0.015474153596698946,False,9318200731.0,146354666.55800003,1000000.0,True,True,True,63.66862738406238,22.955235392392737,18.80154345688011
2022-05-24 00:00:00+00:00,Liquid Staking,9068790909.0,138523944.99656,1009577.0,9200938365.5915,138523944.99656,0.015055414947087817,False,9068790909.0,138523944.99656,1000000.0,True,True,True,65.46731620461146,22.928104785572124,18.746553756710053
2022-05-25 00:00:00+00:00,Liquid Staking,9017017922.0,137833827.03768,1001533.0,9147966635.458769,137833827.03768,0.015067154541580557,False,9017017922.0,137833827.03768,1000000.0,True,True,True,65.41948457641675,22.922379509041225,18.741559365647184
