date,TVL,TVR,Fees,PlainValue,TVL_for_TVR,TVR ratio,pre_coverage,TVL_ana,TVR_ana,thr,use_tvr_day,valid_day,active,mult_daily,log_tvl_m,log_tvr_m,category
2024-09-18 00:00:00+00:00,5988177614.0,1799823291.0539699,780185.0,1799823291.0539699,5988177615.70892,0.30056277661712194,False,5988177614.0,1799823291.0539699,9365114.682027051,True,True,True,3.327091967174925,22.51305296472054,21.310954325392697,CDP
2024-09-19 00:00:00+00:00,6070564298.0,1840300190.18135,754323.0,1840300190.18135,6070564300.68144,0.30315142036709347,False,6070564298.0,1840300190.18135,9365114.682027051,True,True,True,3.2986815577092257,22.52671740277097,21.333194542098,CDP
2024-09-20 00:00:00+00:00,6228616542.0,1807278277.5274801,755699.0,1807278277.5274801,6228616544.202499,0.2901572547774942,False,6228616542.0,1807278277.5274801,9365114.682027051,True,True,True,3.4464070195771455,22.552420081201507,21.315087836438266,CDP
2024-09-21 00:00:00+00:00,6523599042.0,1949846423.12659,789150.0,1949846423.12659,6523599043.840301,0.29889121174111244,False,6523599042.0,1949846423.12659,9365114.682027051,True,True,True,3.345698904603662,22.598692060895594,21.391016449049562,CDP
2024-09-22 00:00:00+00:00,6606152615.0,1953689464.86663,786736.0,1953689464.86663,6606152616.24216,0.29573786413338504,False,6606152615.0,1953689464.86663,9365114.682027051,True,True,True,3.3813729017835357,22.611267266130742,21.39298545514656,CDP
2024-09-23 00:00:00+00:00,6576041970.0,1979236886.27382,786833.0,1979236886.27382,6576041972.67428,0.3009769241890838,False,6576041970.0,1979236886.27382,9365114.682027051,True,True,True,3.322513851477518,22.606698876979195,21.40597719639014,CDP
2024-09-24 00:00:00+00:00,6662063278.0,1960189411.93161,783138.0,1960189411.93161,6662063280.63286,0.29423158102235897,False,6662063278.0,1960189411.93161,9365114.682027051,True,True,True,3.3986834320439825,22.619695075021635,21.396306944260232,CDP
2024-09-25 00:00:00+00:00,6621532786.0,1924401755.26666,815476.0,1924401755.26666,6621532788.42374,0.29062783750479093,False,6621532786.0,1924401755.26666,9365114.682027051,True,True,True,3.440826619430343,22.61359271876508,21.377880979900286,CDP
2024-09-26 00:00:00+00:00,6489805280.0,1926152584.747,786668.0,1926152584.747,6489805282.230129,0.2967966681559828,False,6489805280.0,1926152584.747,9365114.682027051,True,True,True,3.369310059541537,22.593498364130646,21.37879037083281,CDP
2024-09-27 00:00:00+00:00,6694992161.0,2027920349.36663,779500.0,2027920349.36663,6694992162.5301485,0.3029010789163113,False,6694992161.0,2027920349.36663,9365114.682027051,True,True,True,3.301407850210198,22.624625645215076,21.430276646443804,CDP
